,"festival","style_festival","date","horaire","lieu","ville","prix","genre","spectacle","artiste1","style1","artiste2","style2","artiste3","style3","artiste4","style4","lien1","lien2","lien3","lien4"
"JB",,,"Dimanche 15","15h","Le Pâtis",,"20 €","sv","Jeu de dames","LF Productions","sp. humour",,,,,,,,,,
"TU",,,"Mardi 17","9h15 et 18h","Espace Scélia","Sargé-lès-le-Mans","4 €","sv","Touik Touik Philomèle","Cie à 3 branches","th. jeune public",,,,,,,,,,
"JB",,,"Jeudi 19","20h30","Le Pâtis",,"20 €","sv","Jeu de dames","LF Productions","sp. humour",,,,,,,,,,
"TU",,,"Mercredi 18","10h45 et 17h","Espace Scélia","Sargé-lès-le-Mans","4 €","sv","Touik Touik Philomèle","Cie à 3 branches","th. jeune public",,,,,,,,,,
"TU",,,"Dimanche 1","17h","Théâtre de l’Acthalia",,"15 à 18€","sv","LIBERTÉ !","Gauthier FOURCADE","humour",,,,,,,,,,
"TU",,,"Mercredi 4","21h","Salle des concerts",,"15 à 20€","sv","Une Vie sur Mesure","Cédric Chapuis","th.",,,,,,,,,,
"TU",,,"Jeudi 12","21h","Théâtre de l’Acthalia",,"15 à 18€","sv","Double Jeu","Annie Camacho & Philippe Corbé","th.",,,,,,,,,,
"TU",,,"Vendredi 13","21h","Théâtre de l’Acthalia",,"15 à 18€","sv","Double Jeu","Annie Camacho & Philippe Corbé","th.",,,,,,,,,,
"TU",,,"Samedi 14","21h","Théâtre de l’Acthalia",,"15 à 18€","sv","Double Jeu","Annie Camacho & Philippe Corbé","th.",,,,,,,,,,
"TU",,,"Dimanche 15","17h","Théâtre de l’Acthalia",,"15 à 18€","sv","Double Jeu","Annie Camacho & Philippe Corbé","th.",,,,,,,,,,
"TU",,,"Jeudi 19","21h","Théâtre de l’Acthalia",,"15 à 18€","sv","Double Jeu","Annie Camacho & Philippe Corbé","th.",,,,,,,,,,
"TU",,,"Vendredi 20","21h","Théâtre de l’Acthalia",,"15 à 18€","sv","Double Jeu","Annie Camacho & Philippe Corbé","th.",,,,,,,,,,
"TU",,,"Samedi 21","21h","Théâtre de l’Acthalia",,"15 à 18€","sv","Double Jeu","Annie Camacho & Philippe Corbé","th.",,,,,,,,,,
"TU",,,"Dimanche 22","17h","Théâtre de l’Acthalia",,"15 à 18€","sv","Double Jeu","Annie Camacho & Philippe Corbé","th.",,,,,,,,,,
"TU",,,"Jeudi 26","21h","Théâtre de l’Acthalia",,"15 à 18€","sv","Double Jeu","Annie Camacho & Philippe Corbé","th.",,,,,,,,,,
"TU",,,"Vendredi 27","21h","Théâtre de l’Acthalia",,"15 à 18€","sv","Double Jeu","Annie Camacho & Philippe Corbé","th.",,,,,,,,,,
"TU",,,"Samedi 28","21h","Théâtre de l’Acthalia",,"15 à 18€","sv","Double Jeu","Annie Camacho & Philippe Corbé","th.",,,,,,,,,,
"TU",,,"Dimanche 29","17h","Théâtre de l’Acthalia",,"15 à 18€","sv","Double Jeu","Annie Camacho & Philippe Corbé","th.",,,,,,,,,,
